"cell_type","MS4A1","CD14","LYZ","IL7R","CD3E","CD8A","FCER1A","CST3","FCGR3A","PPBP","GNLY","NKG7","UMAP1","UMAP2"
"FCGR3A+ Monocytes",0,0,4.44358255421886,0,0,0,0,4.05969920827932,1.31163335797712,0,0,1.31163335797712,-4.703688621521,1.72683620452881
"CD4 T cells",0,0,0,2.28583786388265,2.65681889723013,0,0,0,1.68953498122858,0,0,0,3.99075508117676,-1.65078151226044
"CD4 T cells",0,0,0,0,0,0,0,0,0,0,0,0,4.27549576759338,-1.20615994930267
"CD4 T cells",0,2.08409291695351,0,3.09611561006792,0,0,0,0,2.08409291695351,0,0,2.71301090015572,4.00461387634277,1.02467954158783
"CD14+ Monocytes",0,1.75126810787332,4.1416218667989,0,0,0,0,3.97745398534874,0,0,1.21815743931789,1.21815743931789,-4.4999170303345,1.72853016853333
"CD8 T cells",0,0,0,0,1.93603268455258,0,0,0,2.55430803147033,0,0,4.27908509682039,9.34596943855286,2.15004587173462
"NK cells",0,0,0,0,1.74305180990583,0,0,0,0,0,5.24486536277144,3.77121525471701,9.1386137008667,0.127219453454018
"CD4 T cells",1.80649347603911,0,1.80649347603911,0,1.80649347603911,0,0,0,0,0,0,0,5.83794927597046,-1.65352296829224
"FCGR3A+ Monocytes",0,0,2.78094849823333,0,0,0,0,3.55683876109789,3.08235418134421,1.06187556063859,0,2.14793611776823,-6.9004192352295,1.70138370990753
"B cells",2.46605184902437,0,0,1.85441043418972,0,0,0,0,0,0,0,0,3.58810973167419,-9.1441507339478
"B cells",0,0,2.11041095256371,0,0,0,0,0,0,0,0,2.11041095256371,2.42581081390381,-8.2334480285645
"NK cells",0,0,2.00453042114144,0,3.00903454157339,0,0,0,2.62793969693944,0,5.12389134013176,4.70215468005031,10.29816198349,1.58075869083405
"CD4 T cells",0,0,1.0626186860202,1.89939013342042,1.89939013342042,0,0,0,0,1.0626186860202,1.0626186860202,1.56608747156049,4.98401069641113,-2.03885650634766
"CD4 T cells",0,0,0,1.46813452203004,3.43624799263265,0,0,0,0,0,0,0,3.52528381347656,-1.35055661201477
"B cells",0,0,1.81893505460702,0,0,0,0,0,0,0,0,0,3.16449022293091,-8.3990783691406
"CD4 T cells",0,0,1.69242227936242,2.28901830154527,2.28901830154527,0,0,0,0,0,0,0,5.71588027477264,-0.409717619419098
"CD14+ Monocytes",0,1.9284579948231,5.51308021869002,0,0,0,0,2.54614202902021,0,0,0,0,-1.5869636535645,3.08594369888306
"B cells",3.44567261400393,0,2.4088763494673,0,0,0,0,0,0,0,0,0,2.1144380569458,-8.5495119094849
"CD4 T cells",0,0,2.2210416706577,0,2.2210416706577,0,0,2.2210416706577,0,0,0,0,3.11348676681519,0.548027336597443
"CD14+ Monocytes",0,2.84026871364874,5.18360222888886,0,0,0,0,4.63565717384995,0,0,0,0,-1.8510866165161,1.60756552219391
"CD4 T cells",0,0,0,3.0260449422522,0,0,0,1.59393985573419,0,0,0,0,3.75999307632446,0.297329097986221
"CD4 T cells",0,0,1.40860239086312,2.9725357600377,2.9725357600377,0,0,0,0,0,0,0,3.90034890174866,-1.02419173717499
"B cells",0,0,0,0,0,0,0,0,0,0,0,2.66258782702545,1.5030665397644,-7.7331562042236
"CD14+ Monocytes",0,0,4.65229359629492,1.86632271113697,0,0,0,4.01898878933024,0,0,0,0,-2.4899320602417,3.00275993347168
"NK cells",0,0,0,1.67527766992964,2.91023490139558,2.91023490139558,0,0,2.64054431873684,0,0,4.61340011590769,9.98711657524109,1.71234822273254
"CD4 T cells",0,0,1.64796436611636,3.26493260424394,0,0,0,0,0,0,0,0,2.38486862182617,1.02247083187103
"CD4 T cells",0,0,0,2.92246542054394,2.08378489200487,0,0,0,0,0,0,1.50793908316206,3.21281576156616,0.0346744507551193
"CD14+ Monocytes",0,2.66556967723516,5.66962074633572,0,0,0,0,4.04620025685669,0,0,0,0,-1.9493341445923,2.03724575042725
"B cells",2.93689177353106,0,1.69823341121723,0,1.69823341121723,0,0,0,0,0,0,0,2.81676626205444,-8.6963529586792
"CD4 T cells",0,0,2.00675659933433,2.00675659933433,2.00675659933433,0,0,0,0,2.00675659933433,0,0,4.74047636985779,1.48882472515106
"NK cells",0,0,2.40565857784032,0,0,0,0,0,0,0,4.99208473185774,4.62357268590619,10.2344295978546,1.51902318000793
"CD4 T cells",0,0,0,2.55649886168834,2.55649886168834,0,0,1.60211828392297,0,0,0,0,4.3828866481781,-1.01982235908508
"B cells",3.32667631438741,0,0,0,0,0,0,0,0,0,0,2.0427009719033,3.22254085540771,-8.566499710083
"CD4 T cells",0,0,2.18010558973045,1.82961604586691,2.18010558973045,0,0,0,0,0,0,0,3.1540470123291,-0.83500474691391
"CD4 T cells",0,0,1.79593833030302,0,2.40245316583027,0,0,1.79593833030302,0,0,0,0,2.64898777008057,0.306865483522415
"NK cells",0,0,0,0,0,0,0,0,3.19987287774259,0,5.14509762581151,5.11021442382016,10.1124649047852,1.08467900753021
"B cells",1.07428430337887,0,2.53110456718015,0,0,0,0,1.58017249302398,0,0,1.07428430337887,0,4.2941689491272,-8.7047500610352
"CD8 T cells",0,0,1.92645099020739,2.54397753801608,2.54397753801608,2.54397753801608,0,0,0,0,0,3.19705591495809,7.55265875533223,0.809029877185822
"B cells",1.98207982211017,0,0,0,0,0,0,0,0,0,0,0,1.70120859146118,-8.9420537948608
"CD4 T cells",0,0,0,2.60849622829458,2.60849622829458,0,0,0,0,0,0,2.60849622829458,5.47454595565796,1.45239722728729
"CD4 T cells",0,0,1.71037543041306,2.68054969295405,2.30877342721752,0,0,0,0,0,0,1.71037543041306,2.7701849937439,0.928195834159851
"CD14+ Monocytes",0,0,4.88627811215537,0,0,0,0,3.61804737126772,0,0,1.71074671329099,2.30918160180076,-3.133768081665,2.55186247825623
"CD8 T cells",0,2.11552585406241,0,0,0,2.11552585406241,0,0,2.74649446222788,0,3.40703975170639,4.08347854359447,9.01066982746124,1.90975916385651
"CD4 T cells",0,0,0,0,0,0,0,0,0,0,0,0,3.70256114006042,2.09824752807617
"CD4 T cells",0,0,0,0,2.33377074462883,0,0,0,0,0,0,0,2.11438369750977,-0.14856581389904
"CD4 T cells",0,0,0,2.7791757414457,1.79761673641301,0,0,0,0,0,0,0,3.6720449924469,2.40987706184387
"CD4 T cells",0,0,1.58032559746718,0,2.53128203483327,0,0,0,0,0,1.58032559746718,0,4.15443754196167,0.209496662020683
"B cells",0,0,0,0,0,0,0,2.07125975698358,0,0,0,0,2.12951040267944,-8.4405555725098
"B cells",1.98532411759619,0,0,0,1.98532411759619,0,0,0,0,0,0,0,2.59010648727417,-8.6948871612549
"CD8 T cells",0,0,0,0,0,0,0,0,0,0,0,4.13638748598167,6.31023609638214,2.22152805328369
"NK cells",0,0,0,0,1.92946352537567,0,0,0,3.20043730501207,0,4.8251256117743,5.07465499320574,10.2629618644714,1.56555819511414
"CD4 T cells",0,0,0,0,2.92180003288302,2.92180003288302,0,0,0,0,0,0,5.30490756034851,1.58275735378265
"FCGR3A+ Monocytes",0,1.32425455517965,3.67962038538779,0,0,0,0,3.60745149750691,3.52966631275066,0,0,0,-6.2319860458374,1.36302757263184
"CD4 T cells",0,0,0,1.76437617339183,1.76437617339183,0,0,0,0,0,0,0,2.60565710067749,1.14881277084351
"CD4 T cells",0,0,0,1.90277992121162,1.90277992121162,0,0,1.90277992121162,0,0,0,0,2.99866724014282,2.23918795585632
"CD4 T cells",0,0,1.99130826597491,2.61375573973199,2.3501999032919,0,0,0,0,0,0,0,5.11525130271912,0.0747060105204582
"CD8 T cells",0,1.69061629995442,0,1.69061629995442,2.28702907517236,0,0,2.28702907517236,0,0,0,3.14044320170732,7.33591331541538,-0.0522737950086594
"NK cells",0,0,0,1.72386818199627,0,0,0,0,3.50385041226496,0,4.37330027808817,4.71445619729837,10.5966999530792,1.07951366901398
"CD4 T cells",0,0,0,0,1.79803695374719,0,0,0,0,0,0,0,3.54062914848328,2.63444375991821
"CD4 T cells",0,0,0,0,1.77447081929978,2.37902000452688,0,0,0,0,0,2.37902000452688,5.52858233451843,1.43532872200012
"CD4 T cells",0,0,1.52178185937186,0,2.09933718431396,0,0,0,0,0,0,1.52178185937186,4.45534682273865,-0.715872526168823
"CD8 T cells",0,0,1.67633674883342,2.91146691538151,1.67633674883342,0,0,0,0,0,2.64175437844846,3.97314140822135,7.9152093231678,1.67698121070862
"CD14+ Monocytes",0,0,4.63571977977823,0,0,0,0,3.95222498796087,0,0,0,0,-3.7628040313721,2.29060649871826
"B cells",0,0,1.95713651911897,0,0,0,0,0,0,0,0,0,2.79819822311401,-9.3143587112427
"CD4 T cells",0,0,2.06192189815863,1.48851960674535,2.06192189815863,0,0,0,0,0,0,0,3.46405124664307,-0.827903091907501
"CD8 T cells",2.32985368712411,0,0,2.32985368712411,2.97312237002494,0,0,0,0,0,0,2.32985368712411,6.25457394123077,1.17448401451111
"CD4 T cells",0,0,2.54235776083478,1.92494927346326,0,0,0,0,0,0,0,0,4.30866312980652,1.31110310554504
"B cells",1.77609937832505,0,0,0,0,0,0,2.38079930126505,0,0,0,0,3.30389308929443,-8.8564300537109
"CD4 T cells",0,0,0,1.57940750439693,3.00866827238283,0,0,0,0,0,0,0,3.4779257774353,0.187667295336723
"B cells",3.78569582032458,0,2.26314385595782,0,0,0,0,0,0,0,0,0,2.20928239822388,-8.2398176193237
"B cells",0,0,1.93400524654899,0,0,0,0,0,0,0,0,0,2.43923854827881,-8.0988302230835
"Dendritic cells",0,0,2.00926883797296,0,0,0,2.00926883797296,3.40320805935709,0,0,0,0,-2.4131689071655,-1.03110504150391
"CD8 T cells",0,0,1.64155602626989,1.64155602626989,0,2.60191842563043,0,0,0,0,0,4.00954102547121,7.85491293668747,1.20798277854919
"CD14+ Monocytes",0,0,4.9933585771126,0,0,0,0,3.62720848732696,0,0,0,1.96027522819815,-2.1086721420288,3.26778101921082
"NK cells",0,0,0,0,1.82720448804516,0,1.82720448804516,0,2.43650112733607,0,3.97339729247627,5.09197566271385,10.3311986923218,1.84718525409698
"CD4 T cells",0,0,1.61975725586195,2.20868396862704,2.57684688285579,0,0,1.61975725586195,0,0,0,1.61975725586195,1.9663519859314,0.624915719032288
"B cells",3.24142075019526,0,0,0,0,0,0,0,2.21811682755416,0,0,0,1.88385057449341,-8.9912776947021
"CD4 T cells",0,0,0,0,0,0,0,0,0,0,0,0,4.07934951782227,-1.30206000804901
"B cells",0,0,1.84001142025209,0,0,0,0,0,0,0,0,0,2.6834602355957,-8.6762046813965
"CD4 T cells",0,0,0,1.91600200588079,2.53270310735032,0,0,0,0,0,0,0,3.13011074066162,-1.41333985328674
"CD4 T cells",0,0,1.89505454071788,1.34193895034882,2.24911752858732,0,0,0,0,0,0,0,4.66295838356018,-1.63926875591278
"FCGR3A+ Monocytes",0,0,3.1169891970263,0,0,0,0,3.97789386918251,2.79807798593161,0,0,1.40673748343183,-6.1936159133911,1.79210925102234
"CD14+ Monocytes",0,2.44343197480468,5.73168989647096,0,0,0,0,3.98084766303075,0,0,0,0,-1.7995138168335,1.92979729175568
"CD4 T cells",0,0,2.10311627995999,2.10311627995999,0,0,0,1.52514911789775,0,0,0,0,2.0736985206604,1.06032681465149
"CD4 T cells",0,0,1.24531321961363,1.78306268190063,1.24531321961363,1.24531321961363,0,1.24531321961363,0,0,0,1.24531321961363,4.12446665763855,-0.765902578830719
"CD4 T cells",0,0,0,0,0,0,0,0,0,0,0,0,3.64911007881165,2.49076890945435
"CD14+ Monocytes",0,1.94779823749812,4.93666052922251,0,0,0,0,4.11304022150436,0,0,0,0,-1.7936763763428,3.43161368370056
"B cells",1.86493826954485,0,0,0,0,0,0,0,0,0,0,0,2.1753888130188,-9.0930337905884
"CD4 T cells",0,0,1.38099287399707,0,1.38099287399707,0,0,0,0,0,0,0,4.3742790222168,-1.03589749336243
"CD4 T cells",0,0,0,0,0,0,0,0,0,0,0,0,3.96130633354187,2.86429238319397
"CD4 T cells",0,0,0,2.45138897878499,2.45138897878499,0,0,0,0,0,2.45138897878499,2.45138897878499,5.5148811340332,1.10967564582825
"CD8 T cells",1.71074671329099,0,0,0,1.71074671329099,0,0,0,0,0,4.46738679269942,3.61804737126772,7.40707403421402,0.456071853637695
"NK cells",0,0,0,1.79051056185953,0,0,0,0,2.77118359172179,0,3.7121097752772,4.50937711377375,10.9612009525299,1.56442999839783
"NK cells",0,0,0,0,0,0,0,0,3.39512712165809,0,3.57184361762088,4.8945870640333,10.5740690231323,1.44045281410217
"CD4 T cells",0,0,1.7074123012126,0,0,0,0,1.7074123012126,0,0,1.7074123012126,0,1.83943748474121,0.298905789852142
"CD4 T cells",0,0,0,2.41442153948435,2.41442153948435,0,0,2.41442153948435,0,0,4.12874270928852,4.12874270928852,4.53944993019104,2.43613886833191
"FCGR3A+ Monocytes",0,1.22745841616627,3.39954744869364,0,0,0,0,3.89692773708315,3.67884739495126,0,0,0,-6.8439903259277,1.51658594608307
"FCGR3A+ Monocytes",0,1.27128134380677,3.18174548564749,0,0,0,0,2.79682446090376,3.60864111417071,0,0,0,-6.9320812225342,1.63328444957733
"CD14+ Monocytes",0,0,5.73439175652496,0,0,0,0,4.13780234003217,0,0,0,0,-1.6900434494019,3.441002368927
"FCGR3A+ Monocytes",0,1.11034856259413,1.96097449950031,0,1.11034856259413,0,0,4.12814173682891,3.38424880916203,0,0,0,-6.4293489456177,1.60665833950043
"CD8 T cells",0,0,0,0,2.40933704521816,1.80225274494389,0,0,0,0,0,4.7219963645653,8.15993392467499,1.49705982208252
"CD4 T cells",0,0,1.94831399636671,0,0,0,0,0,0,0,0,0,2.54512739181519,1.51601552963257
"CD4 T cells",0,0,1.69532172632394,2.29221118490022,2.29221118490022,0,1.69532172632394,0,0,0,1.69532172632394,0,3.38443946838379,-0.85369884967804
"B cells",1.80394603009865,0,1.80394603009865,0,0,0,0,0,1.80394603009865,0,0,0,2.25178956985474,-9.3457698822021
"CD4 T cells",0,0,1.73454615558024,0,2.33531470296459,0,0,1.73454615558024,0,0,0,0,3.59686684608459,0.987755417823792
"CD4 T cells",0,0,1.75640286678226,0,2.35926157205627,0,0,0,0,0,0,1.75640286678226,4.04758024215698,-0.499220311641693
"FCGR3A+ Monocytes",0,1.31941391853724,3.60103040580147,0,0,0,0,3.80353870745664,0,0,0,2.48197839000891,-5.4630460739136,1.7084254026413
"CD14+ Monocytes",0,0,4.72501193282513,0,0,0,0,3.64398532183123,0,0,0,2.3332100223141,-1.7632865905762,3.90776586532593
"CD8 T cells",0,0,0,3.84293228179571,1.80394603009865,0,0,1.80394603009865,0,0,0,2.41118237380365,6.86079758405685,0.129731029272079
"NK cells",0,0,0,0,0,0,0,0,0,0,5.28427470871829,3.55046470940838,9.05977857112885,0.0576276630163193
"FCGR3A+ Monocytes",0,0,3.27324375280139,0,0,0,0,4.00675581801089,3.38680864421006,0,0,0,-5.4636678695679,1.49128079414368
"CD8 T cells",0,0,1.71858985852962,3.49761643953422,1.71858985852962,0,0,1.71858985852962,0,0,0,2.68988467695703,7.12756425142288,0.406971424818039
"CD14+ Monocytes",0,0,4.11523966860515,0,0,0,0,5.04967662539891,0,0,0,1.66860798116771,-2.5862770080566,2.84288740158081
"CD4 T cells",0,0,0,0,2.89316221540246,0,0,0,0,0,0,0,3.45756149291992,2.75308513641357
"CD8 T cells",0,0,1.84001142025209,0,0,2.45042047371683,0,0,0,0,0,4.62139380076606,8.54091012477875,1.6149777173996
"CD4 T cells",0,0,1.56041831239381,1.56041831239381,2.77528815934489,2.14260701173854,0,0,0,0,0,2.50817035631911,6.82062369585037,0.663465261459351
"CD4 T cells",0,0,1.45364654314938,1.45364654314938,1.45364654314938,2.38287997567837,0,0,0,0,0,0,2.79966592788696,0.439772367477417
"NK cells",0,0,0,0,2.75956043448145,0,0,0,2.3852642856713,0,4.09720044086806,4.55059110899953,9.69610548019409,0.830777823925018
"FCGR3A+ Monocytes",0,0,1.85146249266447,0,0,0,0,3.32667631438741,4.0953507672374,0,0,0,-6.6174373626709,1.36367738246918
"CD4 T cells",0,0,0,3.12894952361439,0,0,0,0,0,0,0,0,4.0425853729248,-0.395688235759735
"NK cells",0,0,1.340687612088,0,0,0,0,1.340687612088,2.71524771305551,0,4.82954097490873,4.51407908431404,10.7324841022491,0.939772665500641
"B cells",0,0,0,1.78265118401869,0,0,0,0,0,0,0,0,3.63095235824585,-9.0749359130859
"CD4 T cells",0,0,1.83601257654151,2.44607595018473,2.44607595018473,0,0,0,0,0,0,0,3.40843486785889,0.727029502391815
"B cells",3.43408398367383,0,1.94599586823932,0,0,0,0,0,0,0,0,0,3.89734768867493,-8.6810569763184
"CD14+ Monocytes",0,1.35759546618832,4.12104420948385,0,0,0,0,4.43933098346399,0,0,0,1.35759546618832,-4.0240449905396,1.28285908699036
"B cells",0,0,0,0,0,0,0,0,0,0,0,0,2.71754932403564,-9.2110404968262
"CD14+ Monocytes",0,0,5.73781239363196,2.06372046693815,0,0,0,4.38283843982511,0,0,0,0,-2.3202695846558,1.63353884220123
"CD4 T cells",0,0,1.68522662049341,2.65190440372218,1.68522662049341,0,0,0,0,0,0,0,3.06463193893433,0.47276297211647
"CD14+ Monocytes",0,0,4.83010095914525,0,0,0,0,3.64459001603011,0,0,0,0,-1.7245979309082,4.25188541412354
"B cells",0,0,0,0,0,2.17064958686835,0,0,0,0,0,0,1.48476219177246,-7.6466541290283
"CD4 T cells",0,0,0,2.73003949435588,1.75402832933928,0,0,0,0,0,0,0,2.64517879486084,1.39653253555298
"CD4 T cells",0,0,0,2.62615392477935,0,0,0,0,0,0,0,3.95665312444481,6.1147803068161,2.05022048950195
"CD14+ Monocytes",0,0,4.76213219029498,0,0,0,0,3.77814967400734,1.9607996208036,0,1.9607996208036,0,-1.9968175888062,3.0740077495575
"CD8 T cells",0,0,2.65722969614228,0,0,0,0,0,2.28623474100471,0,2.28623474100471,5.04768668905321,9.2414333820343,1.75159418582916
"CD4 T cells",1.71000434612725,0,1.71000434612725,2.30836545590955,1.71000434612725,0,0,0,0,0,0,1.71000434612725,2.84755611419678,1.80395567417145
"NK cells",0,0,0,0,0,0,0,0,2.47265144574793,0,4.93073970536383,4.90426660571956,10.3586220741272,0.738304316997528
"CD4 T cells",0,0,0,0,2.52632685429779,0,0,0,0,0,0,0,3.92773985862732,1.64179873466492
"CD8 T cells",0,0,0,0,2.2210416706577,0,0,0,0,0,2.2210416706577,3.7396826941799,8.10371351242065,1.71541941165924
"CD14+ Monocytes",0,0,4.87851077885031,0,0,0,0,4.94944489228871,0,0,1.76317442783216,1.76317442783216,-3.1446762084961,2.47810769081116
"CD8 T cells",0,0,0,0,2.98285686282472,2.33911673496303,0,0,1.73801327664054,1.73801327664054,0,4.81085767051705,8.37948054075241,1.63558423519135
"FCGR3A+ Monocytes",0,0,3.18828479692277,0,0,0,0,3.46560270911775,3.46560270911775,0,0,1.58401081863252,-5.6597385406494,1.82957601547241
"CD4 T cells",0,0,1.86217722080732,2.47447541666045,0,0,0,0,0,0,0,0,4.93383121490479,0.666766464710236
"CD14+ Monocytes",0,0,4.93855286433733,0,0,0,0,3.85416879190694,0,0,0,0,-2.1224565505981,3.80936765670776
"CD4 T cells",0,0,0,2.16961854386198,3.01491507358341,1.58462702995753,0,1.58462702995753,0,0,0,1.58462702995753,4.53258943557739,-0.698582649230957
"CD4 T cells",0,0,2.23210549767462,2.23210549767462,2.23210549767462,0,0,0,0,0,0,0,3.40604686737061,2.3913745880127
"CD14+ Monocytes",0,2.09359862182617,5.41123203784571,0,0,0,0,4.05893319955878,1.21531445688914,0,0,2.09359862182617,-3.5801630020142,1.21264171600342
"FCGR3A+ Monocytes",1.15915113321375,0,2.64783013436272,0,0,0,0,3.8942456225273,3.30493311606654,0,0,2.02309335995783,-6.2021207809448,1.60138463973999
"CD8 T cells",0,0,1.73955974323463,3.19761861905868,2.34081217434162,0,0,0,0,0,0,3.52234806679425,6.65498250722885,0.469441682100296
"FCGR3A+ Monocytes",0,0,3.51302877850454,0,0,0,0,3.27019443539099,3.27019443539099,0,0,1.52966641571915,-6.5458965301514,1.44610047340393
"B cells",2.5775959831465,0,0,0,0,0,0,0,0,0,0,0,2.32373762130737,-9.2210130691528
"CD8 T cells",0,0,0,2.07917908596773,2.70777024589321,2.70777024589321,0,0,0,0,0,3.36700621975155,7.33388704061508,1.71295833587646
"B cells",2.59347982111894,0,0,0,0,0,0,0,0,0,0,0,1.85057067871094,-8.1968412399292
"CD4 T cells",0,0,0,2.26856400988145,1.67386810881394,0,0,0,0,0,1.67386810881394,0,5.7157336473465,-0.712069034576416
"NK cells",0,0,2.75541334761285,0,0,0,0,0,3.5657017386646,0,1.77650710215293,4.93056013076049,10.717141866684,1.73030161857605
"CD4 T cells",0,0,0,1.75402832933928,1.75402832933928,0,0,0,0,0,0,0,3.03400945663452,2.30600929260254
"CD4 T cells",0,0,1.56668709405614,2.51545619941362,0,0,0,0,0,0,0,0,5.39541935920715,0.233278572559357
"CD8 T cells",0,0,0,3.371476211534,2.50541114883216,2.50541114883216,0,0,0,0,0,3.15688074809675,7.16234382987022,0.90299516916275
"B cells",2.81458649584905,0,2.17964170677835,0,0,0,0,0,0,0,0,0,1.96928453445435,-8.4599800109863
"CD8 T cells",0,0,0,2.61865438893869,2.24899112414213,2.24899112414213,0,0,0,0,2.24899112414213,3.09988604188527,6.90650910139084,0.491598606109619
"CD4 T cells",0,0,0,0,1.97189696193637,0,0,0,0,0,0,0,1.86048889160156,0.666086375713348
"FCGR3A+ Monocytes",0,0,3.49774959273515,0,0,0,0,4.17564839729377,3.00690005596252,1.43606053683494,0,2.00258783217532,-5.8089056015015,1.2495311498642
"CD8 T cells",0,0,0,1.93501827827463,2.5532147160226,0,0,0,0,0,0,3.87936271607947,9.36723530292511,1.04745614528656
"CD14+ Monocytes",0,2.17168196850183,6.01392038852156,0,0,0,0,3.19126134186142,0,0,0,0,-2.218731880188,1.51035308837891
"CD4 T cells",0,0,2.2966218856893,2.2966218856893,0,0,0,0,0,0,0,0,4.34859704971313,-0.00253578159026802
"CD4 T cells",0,0,0,0,3.10842682162926,0,0,0,0,0,0,0,3.0595531463623,1.62019276618958
"CD14+ Monocytes",0,0,4.93716171546563,0,0,0,0,3.87012453186867,1.78203438275261,1.24443298395504,0,0,-4.5453519821167,1.8545469045639
"CD4 T cells",0,0,1.7063043852994,0,3.15882137410726,0,0,0,0,0,0,1.7063043852994,3.70998549461365,-1.44025015830994
"CD4 T cells",0,0,0,2.08687063710498,2.08687063710498,0,0,0,0,0,2.71597261268734,0,4.63157486915588,-1.20645809173584
"FCGR3A+ Monocytes",0,0,3.78885772140468,0,0,0,0,4.49504328244318,2.63632236441527,0,0,0,-5.8122034072876,1.82146179676056
"CD4 T cells",0,0,1.41753968854947,0,2.33996401873227,0,0,0,0,0,0,0,5.2094407081604,-0.654094040393829
"CD4 T cells",0,0,0,0,1.77244035960556,0,0,0,0,0,1.77244035960556,0,5.29545760154724,-0.306695073843002
"CD14+ Monocytes",0,2.34421354828827,4.68043968428748,0,0,0,0,4.15628290248724,0,0,0,0,-2.7903184890747,1.83588707447052
"B cells",0,0,2.03572337994962,0,0,0,0,0,0,0,0,0,2.76687097549438,-8.8045339584351
"CD4 T cells",1.70335857875318,0,0,0,0,0,0,0,0,0,0,0,2.7825403213501,0.719673752784729
"B cells",3.00128301261611,0,0,0,0,0,0,0,0,0,0,0,3.24620962142944,-9.0307302474976
"CD4 T cells",0,0,0,1.59269054257672,1.59269054257672,0,0,0,0,0,0,0,4.46807074546814,-1.9867502450943
"CD4 T cells",0,0,1.61071914259015,2.56642755433085,1.61071914259015,0,0,0,0,0,1.61071914259015,1.61071914259015,2.94205093383789,-0.631517887115479
"CD8 T cells",0,0,0,0,0,1.78760491402091,0,0,2.39336217346739,0,2.39336217346739,4.55941273193384,9.14763188362122,1.79053318500519
"CD4 T cells",0,0,1.56728726629958,5.00362035738133,0,0,0,0,0,1.56728726629958,0,0,4.87217259407043,-0.864589095115662
